1,1
1,5
2,2
2,5
3,2
3,5
4,2
4,4
4,5
5,5
5,6
6,1
6,5
7,2
7,5
8,2
8,5
9,2
9,4
9,5
10,5
10,6
11,2
11,7
12,2
12,5
13,2
13,5
14,2
14,5
15,5
16,2
16,6
17,5
18,2
18,6
19,2
19,8
20,2
20,5
21,1
21,3
21,5
22,1
22,5
23,1
23,5
24,1
24,3
24,4
25,1
25,5
26,1
26,5
27,1
27,5
28,1
28,5
29,5
29,6
30,1
30,5
31,1
31,3
31,5
32,5
33,1
33,3
34,1
34,3
34,5
35,1
35,3
35,4
36,3
36,4
36,7
37,1
37,3
37,4
38,1
38,3
38,5
39,3
39,7
40,3
40,7
41,3
41,7
42,3
42,5
43,7
44,2
44,6
44,7
45,7
45,8
46,4
46,7
47,7
48,4
48,7
49,6
49,7
50,7
50,8
51,3
51,7
52,6
52,7
53,3
53,7
54,4
54,7
54,8
55,5
55,7
56,6
56,7
57,4
57,7
58,7
58,8
59,7
60,7
60,8
61,7
62,4
62,7
63,7
64,7
65,6
65,7
66,4
66,7
67,7
68,5
68,7
69,7
69,8
70,5
70,7
71,7
71,8
72,7
73,7
73,8
74,7
75,7
76,4
76,7
77,7
77,8
78,7
79,7
80,7
81,7
81,8
82,6
82,7
83,6
83,7
84,7
85,7
86,7
87,6
87,7
88,7
89,7
90,7
91,7
92,6
92,7
93,7
94,7
95,6
95,7
96,7
97,7
98,7
99,7
99,8
100,7
101,6
101,7
102,3
102,7
103,7
104,7
105,7
106,3
106,7
107,7
108,4
108,7
109,6
109,7
110,3
110,7
111,7
112,6
112,7
113,6
113,7
114,4
114,7
115,7
116,4
116,7
117,7
118,7
119,6
119,7
120,4
120,7
121,5
121,7
122,7
123,7
124,7
125,7
126,3
126,4
126,7
127,7
128,3
128,7
129,7
130,7
131,7
132,7
133,7
134,3
134,7
135,6
135,7
136,4
136,7
137,6
137,7
138,3
138,7
139,7
140,4
140,7
141,6
141,7
142,5
142,7
143,7
144,4
144,7
145,7
146,3
146,7
147,6
147,7
148,4
148,7
149,6
149,7
150,3
150,4
150,7
151,7
152,4
152,7
153,7
154,7
155,7
156,3
156,7
157,7
157,8
158,7
159,7
159,8
160,7
161,6
161,7
162,7
163,6
163,7
164,7
165,7
166,3
166,7
167,6
167,7
168,3
168,7
169,6
169,7
170,4
170,7
171,7
172,7
173,7
174,7
175,7
176,4
176,7
177,7
177,8
178,3
178,7
179,6
179,7
180,4
180,7
181,7
182,7
183,7
184,7
185,2
185,7
186,7
187,7
188,7
189,7
190,5
190,7
191,7
191,8
192,4
192,7
193,7
193,8
194,3
194,5
195,7
196,6
196,7
197,6
197,7
198,7
199,6
199,7
200,7
201,6
201,7
202,3
202,7
203,7
204,4
204,7
205,6
205,7
206,7
207,7
208,4
208,7
209,7
210,3
210,4
210,7
211,7
212,6
212,7
213,6
213,7
214,7
215,6
215,7
216,4
216,7
217,7
218,3
218,7
219,7
220,7
221,7
222,3
222,7
223,6
223,7
224,7
225,7
226,3
226,7
227,7
228,7
229,6
229,7
230,7
231,7
231,8
232,4
232,7
233,6
233,7
234,7
235,7
236,7
237,6
237,7
238,3
238,7
239,7
240,4
240,7
241,7
242,3
242,7
243,7
244,7
245,7
246,7
247,7
248,7
249,6
249,7
250,3
250,7
251,7
252,7
253,7
254,3
254,7
255,7
256,4
256,7
257,7
258,3
258,7
259,7
260,7
261,7
262,3
262,7
263,7
264,4
264,7
265,7
266,6
266,7
267,7
268,3
268,7
269,7
270,3
270,7
271,7
272,7
273,7
274,3
274,6
274,7
275,7
276,7
277,7
278,3
278,7
279,6
279,7
280,4
280,7
281,7
282,3
282,7
283,7
284,7
285,6
285,7
286,3
286,7
287,7
288,4
288,7
289,7
290,4
290,7
291,7
292,4
292,7
293,6
293,7
294,3
294,7
295,7
295,8
296,7
297,7
298,7
299,7
300,7
301,7
302,3
302,7
303,7
304,4
304,7
305,6
305,7
306,4
306,7
307,7
308,7
309,6
309,7
310,3
310,7
311,7
312,7
313,7
314,3
314,7
315,7
316,4
316,7
317,7
318,3
318,7
319,7
320,4
320,7
321,6
321,7
322,3
322,7
323,7
324,7
325,7
326,3
326,7
327,7
328,7
329,7
330,3
330,7
331,7
332,7
333,7
333,8
334,3
334,7
335,7
336,4
336,7
337,7
338,3
338,8
339,7
340,7
341,7
342,3
342,7
343,7
344,4
344,7
345,7
346,3
346,7
347,7
348,4
348,7
349,7
350,3
350,7
351,7
352,4
352,7
353,6
353,7
354,3
354,7
355,7
355,8
356,7
357,7
358,3
358,7
359,7
360,4
360,7
361,7
362,3
362,7
363,7
364,7
365,7
366,3
366,7
367,7
368,4
368,7
369,6
369,7
370,3
370,7
371,7
372,4
372,7
373,7
374,3
374,7
375,7
376,6
376,7
377,7
378,3
378,7
379,7
380,3
380,4
381,6
381,7
382,3
382,7
383,7
384,4
384,7
385,7
386,3
386,7
387,7
388,7
389,7
390,3
390,7
391,7
392,4
392,7
393,7
394,3
394,7
395,7
396,7
397,7
398,3
398,4
398,7
399,7
400,4
400,7
401,6
401,7
402,3
402,7
403,6
403,7
404,4
404,7
405,6
405,7
406,3
406,1
407,6
407,7
408,4
408,7
409,6
409,7
410,3
410,7
411,6
411,7
412,4
412,5
413,6
413,7
414,3
414,4
414,7
415,6
415,7
416,4
416,7
417,6
417,5
418,3
418,5
419,6
419,7
420,5
421,6
421,7
422,3
423,6
423,7
424,4
424,7
425,6
425,7
426,3
427,6
427,7
428,4
428,7
429,6
429,7
430,3
430,4
430,7
431,6
431,7
432,4
432,5
433,6
433,7
434,3
434,5
435,6
435,7
436,5
437,6
437,7
438,3
438,4
439,6
439,7
440,4
441,6
441,7
442,3
442,5
443,6
443,7
444,4
444,7
445,6
445,7
446,3
446,1
447,6
447,7
448,4
449,6
449,7
450,3
450,5
451,6
451,7
452,5
453,6
453,7
454,3
454,4
454,7
455,6
455,7
456,4
456,7
457,6
457,7
458,3
458,5
459,6
459,7
460,5
460,1
461,6
461,7
462,3
462,4
463,6
463,7
464,4
464,7
465,6
465,5
466,3
466,5
467,6
467,7
468,5
469,6
469,7
470,3
470,4
470,7
471,6
471,7
472,4
473,6
473,7
474,3
474,7
475,6
475,7
476,4
476,7
477,6
477,7
478,3
478,7
479,6
479,7
480,4
480,5
481,6
481,5
482,3
482,1
483,6
483,7
484,7
485,6
485,7
486,3
486,4
486,7
487,6
487,7
488,4
488,7
489,6
489,7
490,3
490,5
491,6
491,7
492,4
492,7
493,6
493,7
494,3
495,6
495,7
496,4
496,5
497,6
497,7
498,3
498,7
499,6
499,7
500,5
501,6
501,7
502,3
502,4
503,6
503,7
504,4
505,6
505,5
506,2
506,5
507,2
507,5
508,2
508,5
509,2
509,5
510,2
510,6
511,5
511,2
512,2
512,6
513,2
513,5
514,2
514,5
515,1
516,1
517,1
518,1
518,5
519,1
520,1
520,5
521,1
522,1
522,5
523,5
523,6
524,1
525,1
525,5
526,5
527,3
527,4
527,7
528,3
528,1
529,3
529,1
530,3
530,1
531,3
531,1
532,3
532,4
533,3
533,1
534,3
534,5
535,7
535,8
536,3
536,7
537,3
537,6
538,3
538,7
539,3
539,5
540,7
541,7
541,2
542,7
542,6
543,7
544,7
545,7
545,4
546,7
546,6
547,7
548,7
549,7
549,6
550,7
551,6
551,7
552,7
553,7
553,4
554,7
555,8
555,6
556,7
557,7
557,5
558,8
558,7
559,7
560,7
560,6
560,8
561,7
561,8
562,7
563,7
564,1
564,4
565,7
566,7
567,8
567,6
568,7
568,4
569,7
570,8
570,7
571,5
572,8
572,7
573,4
573,7
574,3
574,4
575,7
576,3
576,7
577,5
578,4
578,5
579,6
579,7
580,4
580,7
581,7
581,6
582,3
582,7
583,6
583,7
584,4
584,6
585,6
585,7
586,5
587,5
588,7
588,5
589,7
590,5
591,6
591,7
592,4
592,7
593,6
593,8
594,7
594,5
595,7
596,4
596,7
597,7
598,4
598,7
599,7
599,5
600,7
600,5
601,6
601,7
602,7
602,4
603,6
603,7
604,7
604,4
605,6
605,5
606,7
606,4
607,6
607,7
607,8
608,4
608,5
609,6
609,7
610,7
611,5
612,4
612,7
613,5
614,7
615,6
615,5
616,4
616,5
617,7
617,8
618,5
619,6
619,7
620,4
620,7
621,7
622,4
622,7
623,5
624,7
625,5
625,6
626,3
626,1
627,7
627,8
628,4
629,5
630,7
631,5
632,7
633,7
634,7
634,5
635,6
636,5
636,4
637,6
637,7
638,7
639,7
639,8
640,3
640,4
641,6
642,4
642,7
643,7
644,7
644,5
645,6
646,5
647,5
648,4
649,5
650,8
650,7
651,5
652,4
652,3
653,6
654,5
654,1
655,5
656,5
657,6
658,4
658,7
659,5
660,4
661,5
662,1
662,5
663,5
664,4
664,5
665,5
665,6
666,4
667,6
668,4
668,7
669,5
670,6
671,5
671,6
672,5
673,5
674,4
674,7
675,5
675,6
676,5
676,7
677,5
678,4
678,7
679,5
680,5
681,6
682,5
682,1
683,6
684,5
684,4
685,5
686,4
687,7
688,4
688,6
689,5
690,5
691,6
692,5
693,5
693,6
694,7
695,5
696,5
697,5
698,5
699,7
699,8
700,3
700,4
701,3
701,4
702,3
702,5
703,3
703,4
704,3
704,1
705,3
705,4
706,3
706,4
707,3
707,4
708,3
708,7
709,3
709,4
710,3
710,4
710,1
711,3
711,4
712,3
712,5
713,3
713,4
713,6
714,3
714,4
715,3
715,4
716,3
716,4
717,3
717,4
718,3
718,5
719,3
719,4
720,3
720,7
721,3
721,1
721,8
722,3
722,4
722,7
723,3
723,4
724,3
724,4
725,3
725,5
726,3
726,4
727,3
727,4
728,3
728,4
729,3
729,4
729,7
730,3
730,4
730,6
731,3
731,4
732,3
732,4
733,3
733,4
734,3
734,4
735,3
735,4
735,1
736,3
736,4
737,3
737,4
738,3
738,4
739,3
739,4
740,3
740,4
741,3
741,1
742,3
742,1
742,4
743,3
743,4
744,3
744,6
745,3
745,1
745,4
746,3
746,1
746,4
747,3
747,4
748,3
748,1
749,3
749,1
749,4
750,7
751,5
752,6
752,7
753,7
754,6
754,7
755,7
756,6
756,7
757,5
758,7
758,1
759,7
760,6
760,7
760,8
761,6
762,6
762,7
763,6
763,7
764,6
764,7
765,6
765,7
766,7
767,6
767,7
768,6
768,7
769,6
769,7
770,6
770,7
771,6
771,7
772,6
772,7
773,6
773,7
774,6
774,7
775,6
775,7
776,6
776,7
777,6
777,7
777,8
778,6
778,7
779,6
779,7
779,2
780,6
780,7
781,6
781,7
781,2
782,6
782,7
783,6
783,7
783,8
784,6
784,7
785,6
785,7
786,6
786,7
787,6
787,7
788,6
788,7
789,6
789,7
790,6
790,7
791,6
791,7
792,6
792,7
793,6
793,7
794,6
794,7
795,6
795,7
796,6
796,7
797,6
797,7
798,6
798,7
799,6
799,7
800,3
800,1
800,6
801,1
801,3
801,5
802,1
802,3
802,4
803,5
803,8
804,3
804,4
805,1
805,5
806,3
806,4
807,1
807,5
808,1
808,3
809,1
809,5
810,2
810,3
811,1
811,3
811,5
812,3
812,4
813,3
813,5
814,3
814,5
815,1
815,5
816,3
816,4
816,6
817,3
817,5
817,6
818,3
818,4
819,1
819,5
820,1
820,3
820,5
821,1
822,3
822,4
823,5
824,3
824,7
825,1
825,5
826,3
826,4
827,5
828,3
828,4
829,1
830,3
830,4
830,7
831,1
831,2
832,3
832,5
832,6
833,4
833,5
834,3
834,6
835,1
836,3
836,4
837,5
837,6
837,7
838,1
838,3
839,1
839,5
840,3
840,4
841,5
842,3
842,4
842,6
843,1
844,3
844,4
845,4
845,7
846,1
846,2
846,3
847,1
847,5
848,1
848,3
848,5
849,3
849,5
850,3
850,4
851,1
851,5
852,3
852,4
852,6
853,3
853,5
854,3
854,4
855,5
855,6
856,3
856,7
857,1
857,5
858,1
858,3
859,1
860,3
860,4
861,4
861,7
862,1
862,3
863,1
863,5
864,3
864,5
865,5
865,8
866,3
866,4
867,1
867,5
868,3
868,5
869,5
869,6
870,3
870,4
871,1
871,5
872,3
872,5
873,1
873,3
874,3
874,4
875,1
875,5
876,3
876,7
877,4
877,7
878,3
878,7
879,1
879,5
880,1
880,3
881,5
881,6
882,3
882,8
883,1
883,5
884,3
884,4
885,5
885,6
886,3
886,4
887,1
887,5
888,1
888,3
888,4
889,4
889,5
890,3
890,4
891,1
892,1
892,3
892,5
893,5
894,3
894,4
895,1
895,5
896,1
896,3
897,5
898,3
898,4
899,1
899,5
900,1
900,3
901,1
901,2
901,5
902,1
902,3
903,1
903,3
904,3
904,4
905,2
905,5
906,3
906,4
907,3
907,5
908,3
908,4
909,1
909,5
910,1
910,3
911,5
911,6
912,3
912,4
913,1
913,5
914,3
914,5
915,5
915,6
916,3
916,4
917,1
917,5
918,3
918,4
918,6
919,4
919,5
919,7
920,1
920,3
920,4
921,1
921,5
922,3
922,4
923,5
923,7
924,3
924,4
924,6
925,1
925,5
926,3
926,4
927,5
928,3
928,5
928,6
929,1
929,5
930,3
930,4
930,6
931,4
931,5
932,3
932,4
932,7
933,5
933,6
934,3
934,4
934,6
935,1
935,5
936,3
936,4
936,6
937,1
937,5
938,3
938,4
939,5
939,7
940,3
940,4
941,1
941,5
941,6
942,3
942,4
942,7
943,5
943,7
944,3
944,4
945,3
945,5
946,3
946,8
947,5
947,8
948,3
948,6
949,1
949,5
950,3
950,4
951,3
951,5
952,3
